name,ra_deg,dec_deg,distance_mpc,method,status,inside_nominal_11mpc,exposure
UGC12894,0.09375,39.495555555555555,8.47,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG155,188.28333333333336,-0.5330555555555556,8.11,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK152,188.35375000000002,33.35138888888889,6.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC7719,188.5025,39.019444444444446,9.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4534,188.52291666666667,35.51833333333333,9.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC7751,188.79916666666668,41.06083333333333,7.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1235-1104,188.91416666666666,-11.067222222222222,10.0,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4559,188.99041666666668,27.959722222222222,8.1,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07774,189.09375,40.00527777777778,22.6,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC1675,189.14583333333334,8.054722222222223,7.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3583,189.18124999999998,13.259444444444444,7.6,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MAPS1236+33,189.20583333333332,33.61333333333334,11.7,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3591,189.2625,6.926666666666667,9.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKSG29,189.30875,-10.497499999999999,7.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Arp211,189.33875,38.74527777777778,6.61,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC1713,189.37125,4.751388888888889,7.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKSG30,189.39958333333334,-8.867222222222223,9.1,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC1725,189.42166666666668,8.559166666666668,8.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKSG31,189.64041666666668,-10.490277777777777,9.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGCA292,189.66666666666666,32.766666666666666,3.61,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07827,189.91208333333333,44.82083333333334,8.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKSG32,189.97916666666666,-11.746666666666666,9.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG177,189.99375,13.78138888888889,8.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4594,189.99625,-11.623055555555556,9.3,SBF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4605,190.00124999999997,61.60805555555556,5.47,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC749241,190.00708333333333,26.321944444444444,9.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
BTS146,190.00875,38.00055555555556,8.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
SUCD1,190.01291666666668,-11.667777777777777,9.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKSG33,190.03708333333333,-12.364722222222222,9.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC1822,190.04333333333332,6.8469444444444445,8.1,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4597,190.05374999999998,-5.799166666666666,10.1,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4600,190.09583333333333,3.117777777777778,7.35,SBF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKSG34,190.32875,-11.9275,9.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4618,190.38666666666666,41.15083333333333,7.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1241+3251,190.44708333333335,32.85777777777778,7.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4625,190.46958333333333,41.27388888888889,7.9,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4627,190.49875,32.57361111111111,7.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4631,190.53333333333333,32.54138888888889,7.38,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3687,190.56291666666664,38.50194444444445,4.57,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
BTS151,190.8525,32.48222222222223,7.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1243+3232,190.93583333333333,32.53444444444444,7.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG192,190.9375,53.95888888888889,7.45,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1243+4127,190.98208333333332,41.456944444444446,6.09,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK160,190.98916666666668,43.66138888888889,4.31,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4656,190.99,32.17027777777778,5.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KK2000] 51,191.08958333333334,-42.939722222222215,3.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO143,191.10458333333332,34.38638888888889,9.1,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGCA294,191.15874999999997,28.472499999999997,9.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO381-018,191.17791666666665,-35.96666666666667,5.32,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3718,191.19166666666666,12.351388888888888,6.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO381-020,191.5016666666667,-33.838055555555556,5.45,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC2033,191.51875,8.47638888888889,9.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC2037,191.56375000000003,10.203333333333333,7.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGCA298,191.73083333333335,26.56416666666667,11.0,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07950,191.735,51.613055555555555,8.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO147,191.74916666666667,36.47638888888889,5.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
FGC1497,191.7525,32.65138888888889,23.4,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIPASS J1247-77,191.88583333333332,-77.58361111111111,3.16,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4707,192.0954166666667,51.164722222222224,5.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO148,192.17958333333337,-5.253888888888889,9.0,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK165,192.21958333333336,31.970277777777778,5.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4700,192.28166666666667,-11.411388888888888,7.3,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK166,192.30541666666667,35.612500000000004,4.74,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MAPS1249+44,192.37916666666666,44.35916666666667,7.84,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07983,192.44583333333333,3.8422222222222224,9.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07990,192.61333333333334,28.352777777777778,20.4,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4736,192.72291666666666,41.11944444444445,4.66,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
BTS157,192.80541666666667,47.07083333333334,8.83,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK167,192.935,26.110555555555557,9.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3840,192.94208333333333,21.735277777777778,5.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4765,193.30999999999997,4.463055555555556,9.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKSG38,193.38166666666666,-5.927777777777778,10.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO153,193.48958333333334,-12.108611111111111,8.0,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO154,193.52166666666668,27.148611111111112,4.04,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC08030,193.6225,26.305,15.3,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO443-009,193.72333333333333,-28.340833333333332,5.78,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG215,193.91875,19.209166666666665,5.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO219-010,194.04,-50.14388888888889,4.29,SBF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG216,194.10416666666669,15.085833333333333,6.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC08061,194.18083333333334,11.931111111111111,6.49,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4826,194.18416666666667,21.684722222222224,4.37,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CVnII,194.29166666666666,34.32083333333334,0.16,HB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MCG-02-33-075,194.61791666666667,-10.576944444444445,8.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
GR8,194.66833333333335,14.2175,2.13,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIPASS J1258-04,194.70666666666665,-4.888611111111111,6.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4861,194.75833333333333,34.86027777777778,7.3,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK176,194.98458333333332,-19.413055555555555,6.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGCA319,195.56,-17.2375,7.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK177,195.67458333333335,21.997500000000002,4.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO161,195.82000000000002,-17.423055555555557,7.3,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO269-037,195.89000000000001,-46.58416666666667,3.48,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK180,196.12458333333333,17.75888888888889,4.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK182,196.26208333333332,-40.08277777777778,5.78,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4945,196.35875000000001,-49.471111111111114,3.8,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG218,196.43333333333334,-7.7555555555555555,5.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC4182,196.45541666666668,37.60583333333334,4.7,Cep,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO165,196.61166666666668,67.70416666666667,4.57,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MCG -03-34-002,196.98583333333335,-16.689166666666665,7.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC08215,197.015,46.82805555555556,4.55,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC08245,197.14249999999998,78.93694444444445,1.99,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MCG -04-31-038,197.4025,-27.140555555555554,7.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO269-058,197.63708333333335,-46.990833333333335,3.8,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KK2000] 53,197.80916666666667,-38.90611111111111,3.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5023,198.04958333333335,44.03861111111111,6.61,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK189,198.18749999999997,-41.831944444444446,4.21,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CGCG 217-018,198.2158333333333,40.543055555555554,8.33,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKH82,198.24458333333334,41.78666666666666,8.06,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO269-066,198.28833333333336,-44.89,3.82,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5011C,198.29958333333335,-43.26555555555556,3.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO167,198.345,46.319722222222225,4.19,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK191,198.4154166666667,42.04416666666666,6.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO168,198.61916666666664,45.919444444444444,4.33,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO169NW,198.83375,47.54361111111111,4.2,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO169,198.87791666666666,47.49638888888889,4.41,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK193,198.88,41.50138888888889,8.9,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5055,198.95541666666668,42.02916666666667,8.99,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CGCG 189-050,199.27041666666665,37.9525,5.04,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK194,199.33125,44.39666666666667,10.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5068,199.73041666666668,-21.039166666666667,5.45,PNLF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC732602,200.26999999999998,24.143333333333334,7.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK195,200.28416666666666,-31.529722222222222,5.22,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KK2000] 54,200.385,-31.886388888888888,4.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK196,200.44625,-45.06333333333333,3.98,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5102,200.4908333333333,-36.62972222222222,3.4,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK197,200.50750000000002,-42.535555555555554,3.87,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KK2000] 55,200.55166666666668,-42.73083333333334,3.94,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK198,200.73375000000001,-33.57277777777778,4.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AM1320-230,200.87458333333333,-23.393055555555556,4.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK200,201.15,-30.97222222222222,4.63,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5128,201.37041666666667,-43.016666666666666,3.75,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC4247,201.685,-30.3625,4.97,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK203,201.8670833333333,-45.3525,3.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO324-024,201.9058333333333,-41.480555555555554,3.73,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CVnI,202.01458333333332,33.55583333333333,0.22,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1328+4937,202.13,49.62722222222222,8.02,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
PGC170257,202.33749999999998,-21.179166666666667,6.5,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5204,202.40166666666667,58.41777777777777,4.66,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5194,202.46958333333333,47.23444444444444,8.4,SN,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5195,202.49458333333334,47.268055555555556,7.66,SBF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC08508,202.685,54.91,2.69,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC238890,203.12625,25.12361111111111,6.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGCA361,203.1508333333333,49.83027777777778,8.0,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5206,203.43291666666667,-48.151111111111106,3.47,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5229,203.51208333333332,47.915277777777774,8.0,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5238,203.67791666666668,51.61388888888889,4.51,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO270-017,203.69708333333332,-45.5475,3.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGCA365,204.12833333333333,-29.23638888888889,5.25,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK208,204.14791666666665,-29.570833333333333,4.68,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MCG +08-25-028,204.18666666666667,44.59916666666667,7.74,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5236,204.25041666666667,-29.86777777777778,4.92,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIDEEP J1337-33,204.2525,-33.363055555555555,4.37,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO444-084,204.33416666666668,-28.046111111111113,4.61,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIPASS J1337-39,204.35458333333335,-39.897777777777776,4.83,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5237,204.41208333333333,-42.847500000000004,3.4,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC08638,204.83083333333335,24.77583333333333,4.27,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO181,204.97416666666666,40.73916666666667,3.01,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5253,204.9825,-31.64,3.56,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC4316,205.07541666666665,-28.894444444444446,4.41,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5264,205.40416666666667,-29.913888888888888,4.53,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KK2000] 57,205.40875,-42.581944444444446,3.93,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK211,205.5233333333333,-45.205000000000005,3.58,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1342+4840,205.58375,48.6825,7.44,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO182,205.63583333333332,39.65833333333333,8.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK213,205.89916666666667,-43.76916666666666,3.63,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO325-011,206.25333333333333,-41.85888888888889,3.4,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KK2000] 58,206.50333333333333,-36.32888888888889,3.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK217,206.57166666666666,-45.68472222222222,3.84,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK218,206.66458333333333,-29.979166666666664,4.6,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO174-001,206.99041666666665,-53.35111111111111,3.6,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CenN,207.03833333333336,-47.565,3.66,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIPASS J1348-37,207.14125,-37.9675,5.75,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK221,207.19333333333333,-46.996944444444445,3.98,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO383-087,207.32833333333335,-36.061388888888885,3.45,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO183,207.71291666666667,38.02111111111111,3.22,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIPASS J1351-47,207.84166666666664,-47.0,5.73,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG229,208.42333333333332,60.051111111111105,8.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKH86,208.64000000000001,4.243055555555555,2.59,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HolmIV,208.6879166666667,53.90472222222222,7.21,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC08833,208.70291666666668,35.837500000000006,3.08,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
GBT 1355+5439,208.71083333333334,54.64722222222222,7.41,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK227,209.04208333333335,40.30333333333333,10.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO384-016,209.25666666666666,-35.33388888888889,4.53,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
BootesIII,209.28083333333333,26.775,0.05,HB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC08882,209.31083333333333,54.100833333333334,8.32,SBF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
BootesII,209.5,12.833333333333334,0.04,CMD,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
BootesI,210.0,14.5,0.07,HB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5398,210.34250000000003,-33.06444444444444,8.1,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MESSIER101,210.80333333333334,54.35055555555556,7.38,Cep,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5408,210.83958333333334,-41.37638888888889,4.81,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5474,211.25875000000002,53.66305555555555,7.2,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5477,211.38791666666668,54.46083333333333,7.7,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK230,211.79458333333335,35.06027777777778,2.14,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CIRCINUS,213.28875000000002,-65.33916666666666,4.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKH87,213.78916666666666,57.087500000000006,7.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO187,213.98541666666665,23.05527777777778,2.2,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKR08,214.81166666666667,3.1238888888888887,8.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC5585,214.95125,56.73027777777778,5.7,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO190,216.18125,44.52583333333333,2.74,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
